Q	label
딥치즈버거 안전하게 하나 배달해 주세요	1
화이트갈릭버거 1개 배달해주세요	1
화이트갈릭버거 1개 배달 주문	1
화이트갈릭버거 1개 배달 주문이요	1
화이트갈릭버거 1개 배달해 주십쇼	1
화이트갈릭버거 1개 배달 가능한가요	1
화이트갈릭버거 1개 배달부탁 드립니다.	1
화이트갈릭버거 1개 배달이요	1
화이트갈릭버거 1개 배달 주문 하고싶어요	1
화이트갈릭버거 배달해주세요	1
화이트갈릭버거 배달 주문	1
화이트갈릭버거 배달 주문이요	1
화이트갈릭버거 배달해 주십쇼	1
화이트갈릭버거 배달 가능한가요	1
화이트갈릭버거 배달부탁 드립니다.	1
화이트갈릭버거 배달이요	1
화이트갈릭버거 배달 주문 하고싶어요	1
화이트갈릭버거 하나 배달해주세요	1
화이트갈릭버거 보내주세요.	1
화이트갈릭버거 1개 보내주세요	1
화이트갈릭버거 빨리좀 보내주세요	1
화이트갈릭버거 빨리좀 배달해주세요.	1
화이트갈릭버거 배달 가능한가요	1
화이트갈릭버거 1개 배달 주문할게요	1
화이트갈릭버거 배달 주문할게요	1
화이트갈릭버거 1개 배달해주세요 조심히오세요	1
화이트갈릭버거 배달해주세요 조심히오세요	1
화이트갈릭버거 안전하게 하나 배달해 주세요	1
통새우버거 1개 배달해주세요	1
통새우버거 1개 배달 주문	1
통새우버거 1개 배달 주문이요	1
통새우버거 1개 배달해 주십쇼	1
통새우버거 1개 배달 가능한가요	1
통새우버거 1개 배달부탁 드립니다.	1
통새우버거 1개 배달이요	1
통새우버거 1개 배달 주문 하고싶어요	1
통새우버거 배달해주세요	1
통새우버거 배달 주문	1
통새우버거 배달 주문이요	1
통새우버거 배달해 주십쇼	1
통새우버거 배달 가능한가요	1
통새우버거 배달부탁 드립니다.	1
통새우버거 배달이요	1
통새우버거 배달 주문 하고싶어요	1
통새우버거 하나 배달해주세요	1
통새우버거 보내주세요.	1
통새우버거 1개 보내주세요	1
통새우버거 빨리좀 보내주세요	1
통새우버거 빨리좀 배달해주세요.	1
통새우버거 배달 가능한가요	1
통새우버거 1개 배달 주문할게요	1
통새우버거 배달 주문할게요	1
통새우버거 1개 배달해주세요 조심히오세요	1
통새우버거 배달해주세요 조심히오세요	1
통새우버거 안전하게 하나 배달해 주세요	1
인크레더블버거 1개 배달해주세요	1
인크레더블버거 1개 배달 주문	1
인크레더블버거 1개 배달 주문이요	1
인크레더블버거 1개 배달해 주십쇼	1
인크레더블버거 1개 배달 가능한가요	1
인크레더블버거 1개 배달부탁 드립니다.	1
인크레더블버거 1개 배달이요	1
인크레더블버거 1개 배달 주문 하고싶어요	1
인크레더블버거 배달해주세요	1
인크레더블버거 배달 주문	1
인크레더블버거 배달 주문이요	1
인크레더블버거 배달해 주십쇼	1
인크레더블버거 배달 가능한가요	1
인크레더블버거 배달부탁 드립니다.	1
인크레더블버거 배달이요	1
인크레더블버거 배달 주문 하고싶어요	1
인크레더블버거 하나 배달해주세요	1
인크레더블버거 보내주세요.	1
인크레더블버거 1개 보내주세요	1
인크레더블버거 빨리좀 보내주세요	1
인크레더블버거 빨리좀 배달해주세요.	1
인크레더블버거 배달 가능한가요	1
인크레더블버거 1개 배달 주문할게요	1
인크레더블버거 배달 주문할게요	1
인크레더블버거 1개 배달해주세요 조심히오세요	1
인크레더블버거 배달해주세요 조심히오세요	1
인크레더블버거 안전하게 하나 배달해 주세요	1
햄버거 1개 배달해주세요	1
햄버거 1개 배달 주문	1
햄버거 1개 배달 주문이요	1
햄버거 1개 배달해 주십쇼	1
햄버거 1개 배달 가능한가요	1
햄버거 1개 배달부탁 드립니다.	1
햄버거 1개 배달이요	1
햄버거 1개 배달 주문 하고싶어요	1
햄버거 배달해주세요	1
햄버거 배달 주문	1
햄버거 배달 주문이요	1
햄버거 배달해 주십쇼	1
햄버거 배달 가능한가요	1
햄버거 배달부탁 드립니다.	1
햄버거 배달이요	1
햄버거 배달 주문 하고싶어요	1
햄버거 하나 배달해주세요	1
햄버거 보내주세요.	1
햄버거 1개 보내주세요	1
햄버거 빨리좀 보내주세요	1
햄버거 빨리좀 배달해주세요.	1
햄버거 배달 가능한가요	1
햄버거 1개 배달 주문할게요	1
햄버거 배달 주문할게요	1
햄버거 1개 배달해주세요 조심히오세요	1
햄버거 배달해주세요 조심히오세요	1
햄버거 안전하게 하나 배달해 주세요	1
1개 배달해주세요	1
1개 배달 주문	1
1개 배달 주문이요	1
1개 배달해 주십쇼	1
1개 배달 가능한가요	1
1개 배달부탁 드립니다.	1
1개 배달이요	1
1개 배달 주문 하고싶어요	1
배달해주세요	1
배달 주문	1
배달 주문이요	1
배달해 주십쇼	1
배달 가능한가요	1
배달부탁 드립니다.	1
배달이요	1
배달 주문 하고싶어요	1
하나 배달해주세요	1
보내주세요.	1
1개 보내주세요	1
빨리좀 보내주세요	1
빨리좀 배달해주세요.	1
배달 가능한가요	1
1개 배달 주문할게요	1
배달 주문할게요	1
1개 배달해주세요 조심히오세요	1
배달해주세요 조심히오세요	1
안전하게 하나 배달해 주세요	1
여기 딥치즈버거 하나 보내주세요	1
배달해주세요 딥치즈버거 한 개	1
배달해주세요 딥치즈버거 1개	1
배달부탁드려요 딥치즈버거 1개요	1
배달해주세요 딥치즈버거 1개 보내주세요	1
배달 딥치즈버거 1개	1
배달주문 딥치즈버거 1개	1
배달부탁 딥치즈버거 1개	1
배달 빨리좀요 딥치즈버거 1개	1
배달 빨리보내주세요 딥치즈버거 1개 	1
배달 지금 되죠? 딥치즈버거 1개 보내주세요	1
배달 가능하죠? 딥치즈버거 1개 보내주세요	1
배달 빨리 가능한가요? 딥치즈버거 1개 보내주세요	1
배달 지금 되죠? 딥치즈버거 1개 배달해주세요	1
배달 가능하죠? 딥치즈버거 1개 배달해주세요	1
배달 빨리 가능한가요? 딥치즈버거 1개 배달해주세요	1
여기 싸이버거 하나 보내주세요	1
배달해주세요 싸이버거 한 개	1
배달해주세요 싸이버거 1개	1
배달부탁드려요 싸이버거 1개요	1
배달해주세요 싸이버거 1개 보내주세요	1
배달 싸이버거 1개	1
배달주문 싸이버거 1개	1
배달부탁 싸이버거 1개	1
배달 빨리좀요 싸이버거 1개	1
배달 빨리보내주세요 싸이버거 1개 	1
배달 지금 되죠? 싸이버거 1개 보내주세요	1
배달 가능하죠? 싸이버거 1개 보내주세요	1
배달 빨리 가능한가요? 싸이버거 1개 보내주세요	1
배달 지금 되죠? 싸이버거 1개 배달해주세요	1
배달 가능하죠? 싸이버거 1개 배달해주세요	1
배달 빨리 가능한가요? 싸이버거 1개 배달해주세요	1
여기 인크레더블버거 하나 보내주세요	1
배달해주세요 인크레더블버거 한 개	1
배달해주세요 인크레더블버거 1개	1
배달부탁드려요 인크레더블버거 1개요	1
배달해주세요 인크레더블버거 1개 보내주세요	1
배달 인크레더블버거 1개	1
배달주문 인크레더블버거 1개	1
배달부탁 인크레더블버거 1개	1
배달 빨리좀요 인크레더블버거 1개	1
배달 빨리보내주세요 인크레더블버거 1개 	1
배달 지금 되죠? 인크레더블버거 1개 보내주세요	1
배달 가능하죠? 인크레더블버거 1개 보내주세요	1
배달 빨리 가능한가요? 인크레더블버거 1개 보내주세요	1
배달 지금 되죠? 인크레더블버거 1개 배달해주세요	1
배달 가능하죠? 인크레더블버거 1개 배달해주세요	1
배달 빨리 가능한가요? 인크레더블버거 1개 배달해주세요	1
여기 통새우버거 하나 보내주세요	1
배달해주세요 통새우버거 한 개	1
배달해주세요 통새우버거 1개	1
배달부탁드려요 통새우버거 1개요	1
배달해주세요 통새우버거 1개 보내주세요	1
배달 통새우버거 1개	1
배달주문 통새우버거 1개	1
배달부탁 통새우버거 1개	1
배달 빨리좀요 통새우버거 1개	1
배달 빨리보내주세요 통새우버거 1개 	1
배달 지금 되죠? 통새우버거 1개 보내주세요	1
배달 가능하죠? 통새우버거 1개 보내주세요	1
배달 빨리 가능한가요? 통새우버거 1개 보내주세요	1
배달 지금 되죠? 통새우버거 1개 배달해주세요	1
배달 가능하죠? 통새우버거 1개 배달해주세요	1
배달 빨리 가능한가요? 통새우버거 1개 배달해주세요	1
여기 화이트갈릭버거 하나 보내주세요	1
배달해주세요 화이트갈릭버거 한 개	1
배달해주세요 화이트갈릭버거 1개	1
배달부탁드려요 화이트갈릭버거 1개요	1
배달해주세요 화이트갈릭버거 1개 보내주세요	1
배달 화이트갈릭버거 1개	1
배달주문 화이트갈릭버거 1개	1
배달부탁 화이트갈릭버거 1개	1
배달 빨리좀요 화이트갈릭버거 1개	1
배달 빨리보내주세요 화이트갈릭버거 1개 	1
배달 지금 되죠? 화이트갈릭버거 1개 보내주세요	1
배달 가능하죠? 화이트갈릭버거 1개 보내주세요	1
배달 빨리 가능한가요? 화이트갈릭버거 1개 보내주세요	1
배달 지금 되죠? 화이트갈릭버거 1개 배달해주세요	1
배달 가능하죠? 화이트갈릭버거 1개 배달해주세요	1
배달 빨리 가능한가요? 화이트갈릭버거 1개 배달해주세요	1
싸이버거 1개 배달해주세요 빨리좀 부탁드립니다.	1
배달 주문이요 싸이버거 1개 빨리좀 배달해주세요	1
배달 주문이요 싸이버거 1개 빨리좀 부탁드립니다	1
배달부탁드려요 싸이버거 1개 빨리좀 부탁드립니다.	1
배달부탁드려요 싸이버거 1개 조심히 와주세요	1
배달 주문이요 싸이버거 1개 조심히 와주세요	1
배달주문이요 싸이버거 1개 조심히 배달와주세요	1
화이트갈릭버거 1개 배달해주세요 빨리좀 부탁드립니다.	1
배달 주문이요 화이트갈릭버거 1개 빨리좀 배달해주세요	1
배달 주문이요 화이트갈릭버거 1개 빨리좀 부탁드립니다	1
배달부탁드려요 화이트갈릭버거 1개 빨리좀 부탁드립니다.	1
배달부탁드려요 화이트갈릭버거 1개 조심히 와주세요	1
배달 주문이요 화이트갈릭버거 1개 조심히 와주세요	1
배달주문이요 화이트갈릭버거 1개 조심히 배달와주세요	1
인크레더블버거 1개 배달해주세요 빨리좀 부탁드립니다.	1
배달 주문이요 인크레더블버거 1개 빨리좀 배달해주세요	1
배달 주문이요 인크레더블버거 1개 빨리좀 부탁드립니다	1
배달부탁드려요 인크레더블버거 1개 빨리좀 부탁드립니다.	1
배달부탁드려요 인크레더블버거 1개 조심히 와주세요	1
배달 주문이요 인크레더블버거 1개 조심히 와주세요	1
배달주문이요 인크레더블버거 1개 조심히 배달와주세요	1
통새우버거 1개 배달해주세요 빨리좀 부탁드립니다.	1
배달 주문이요 통새우버거 1개 빨리좀 배달해주세요	1
배달 주문이요 통새우버거 1개 빨리좀 부탁드립니다	1
배달부탁드려요 통새우버거 1개 빨리좀 부탁드립니다.	1
배달부탁드려요 통새우버거 1개 조심히 와주세요	1
배달 주문이요 통새우버거 1개 조심히 와주세요	1
배달주문이요 통새우버거 1개 조심히 배달와주세요	1
딥치즈버거 1개 배달해주세요 빨리좀 부탁드립니다.	1
배달 주문이요 딥치즈버거 1개 빨리좀 배달해주세요	1
배달 주문이요 딥치즈버거 1개 빨리좀 부탁드립니다	1
배달부탁드려요 딥치즈버거 1개 빨리좀 부탁드립니다.	1
배달부탁드려요 딥치즈버거 1개 조심히 와주세요	1
배달 주문이요 딥치즈버거 1개 조심히 와주세요	1
배달주문이요 딥치즈버거 1개 조심히 배달와주세요	1
배달	1
배달요	1
배달 좀	1
배달 해주세요	1
배달 가능	1
배달 해주실수있나요	1
배달 가능한가요	1
배달 부탁드려요	1
배달배달	1
배달 좀 해주세요	1
배달 좀 해주실수있나요	1
배달 쌉가능?	1
싸이버거 배달	1
싸이버거 배달부탁요	1
싸이버거 배달가능?	1
배달좀 싸이버거	1
딥치즈 배달배달	1
딥치즈 배달가능	1
싸이버거 가져다줘요	1
싸이버거 가져다주세요	1
싸이버거 갖다줘요	1
싸이버거 가따조	1
딥치즈 가져다줘요	1
인크레더블 버거 배달	1
화이트갈릭 버거 배달	1
딥치즈 버거 배달	1
딥치즈 버거 배달가능?	1
딥치즈버거 가져다주세요	1
딥치즈 버거 가따줘요	1
딥치즈 버거 갖다줘요	1
딥치즈 버거 배달 플리즈	1
딥치즈 버거 배달 해조	1
싸이버거 배달 해조	1
인크레더블 버거 배달 해조	1
인크레더블 버거 배달배달	1
기브미 싸이버거 마이홈 배달	1
딥치즈 버거 집으로 배달좀	1
싸이버거 집으로 배달좀	1
인크레더블 버거 집으로 배달좀	1
화이트갈릭 버거 집으로 배달좀	1
싸이버거 배달 플리즈	1
인크레더블 버거 배달 플리즈	1
배달 가능? 싸이버거로	1
배달 가능? 딥치즈 버거	1
배달 싸이버거	1
배달 딥치즈 버거	1
배달 인크레더블 버거	1
배달 화이트갈릭 버거	1
싸이버거를 우리집으로 가져다 줘	1
딥 치즈 버거를 우리집으로 가져다 줘	1
인크레더블 버거를 우리집으로 가져다 줘	1
화이트 갈릭 버거를 우리집으로 가져다줘	1
싸이버거 배다다다다다다달	1
 싸이버거 배 투더 달	1
싸이버거 배달을 해주십쇼	1
싸이버거 배달 콜?	1
싸이버거 주셈 배달	1
싸이버거 집으로 가져오셈	1
싸이버거 우리집에 갖고오셈	1
싸이버거 부릉부릉 가져다주셈	1
싸이버거 배달 조심히 부탁해요	1
싸이버거 배달 빨리 부탁해요	1
싸이버거 어서 집으로 가져와요	1
싸이버거 배달배달배달배달배다라라라랄	1
싸이버거 배달 가능하겠어요?	1
싸이버거 딜리버리 플리즈	1
싸이버거 배애다알	1
싸이버거 	1
싸이버거를 배달해 주시오	1
싸이버거를 배달해다주시오	1
싸이버거 배달용	1
싸이버거 배달염	1
싸이버거 배달띠	1
싸이버거 회사로 배달좀	1
싸이버거 집으로 빨리 배달좀	1
싸이버거 먹고싶은 집으로 보내주셈	1
싸이버거 개 땡김 빨리 가져오셈 집으로	1
싸이버거 배달이 지금 가능하세여	1
싸이버거 배달쓰	1
싸이버거 배달연	1
싸이버거 배달좀여	1
싸이버거 배달좀연	1
싸이버거 배달좀용	1
싸이버거 집으로 배달 가능여?	1
싸이버거 집으로 가꼬왕	1
싸이버거 배달해줭	1
싸이버거어어어 집으로오오 배달아아아알	1
싸이버거 주시와요	1
싸이버거를 집으로 가져다 주시와요	1
싸이버거를 어서 배달해 주시오	1
싸어버거를 배달해주시겠소	1
나는 원한다 배달을 싸이버거	1
원합니다 싸이버거 배달을	1
싸이버거를 배달해주시겠어?	1
집으로 싸이버거 가져와	1
싸이버거 주셈 배달도 해주셈	1
싸어버거 배달해다주셈	1
싸이버거 오토바이로 배달좀	1
싸이버거 가져와아아아아ㅏ!!!!	1
싸이버거 배달해종	1
딥치즈버거 배달쓰	1
딥치즈버거 배달띠	1
딥치즈버거 배달좀연	1
딥치즈버거 배달좀용	1
딥치즈버거 배달가능?	1
딥치즈버거 배달 플리즈	1
딥치즈버거 집으로 배달 가능여?	1
딥치즈버거 집으로 가꼬왕	1
딥치즈 버거 배달해줭	1
딥치즈 버거 어서 집으로 가져와 배달해줘	1
딥치즈 버거 집으로 배달부탁드려요	1
딥치즈버거를 배달해 주시오	1
딥치즈 버거를 배달해주십사 부탁드리오	1
딥치즈 버거를 배달해주시겠소?	1
딥치즈버거를 집에서 먹고싶군 배달 가능한가	1
딥치즈버거 배달 가능?	1
딥치즈버거 배달 쌉가능?	1
딥치즈버거 배달해	1
딥치즈버거 배달해다줘	1
딥치즈버거 가따조	1
딥치즈버거 갖다줭	1
딥치즈버거 집으로 갖다줭	1
딥치즈 버거 배달을 원해	1
딥치즈버거 배다라라라랄	1
딥치즈버거 배달 플리즈요	1
나는 원한다 배달을 딥치즈버거	1
원한다 딥치즈버거 배달을	1
딥치즈 버거를 배달해준다면 내가 이뻐해주지	1
딥치즈버거 배달해줘용	1
딥치즈 버거 집으로 배달좀	1
딥치즈 버거 기브미 배달좀	1
딥치즈 버거 배달배달배달	1
딥치즈버거 배달가능하겠어?	1
딥치즈 버거 배달가능한가요	1
딥치즈 버거 배달 가능한가용	1
딥치즈 버거 배달이 지금 되나요	1
딥치즈버거 배딜이 지금 가능함?	1
딥치즈버거 배달이 되는겨?	1
딥치즈 버거 배달 되는교?	1
딥치즈 버거 배달을 원하는것이여	1
딥치즈 버거 배달 커몬	1
딥치즈버거 배달해주시옹	1
딥치즈 버거 배달요오옹	1
딥치즈 버거 배달을 원합니다	1
나는 딥치즈 버거 배달을 원함	1
배달 할건데 딥치즈 버거 주세요	1
배달 가능하면 딥치즈버거요	1
딥치즈버거 배달띠	1
딥치즈버거 배달염	1
딥치즈버거 배달이연	1
인크레더블 버거 배달좀	1
인크레더블버거 배달요	1
인크레더블 버거 배달여	1
인크레더블 버거 배달연	1
인크레더블 버거 배달염	1
인크레더블 버거 배달좀여	1
인크레더블 버거 배달좀요	1
인크레더블 버거 배달좀용	1
인크레더블 버거 배달좀유	1
인크레더블 버거 배달띠	1
인크레더블 버거 배달영	1
인크레더블 버거 배달용	1
인크레더블 버거 배달되는교	1
인크레더블 버거 배달가능한교	1
인크레더블 버거 배달되는겨	1
인크레더블 버거 배달가능한겨	1
인크레더블 버거 배달해줘	1
인크레더블 버거 배달해조	1
인크레버들 버거 배달해주	1
인크레더블 버거 배달해종	1
인크레더블 버거 배달해조옹	1
인크레더블 버거 배달좀해종	1
인크레더블 버거 배달좀 해줘	1
인크레더블 버거 배달좀 해종	1
인크레더블 버거 배달좀 해줭	1
인크레더블 버거 배달좀 해주세요	1
인크레더블 버거 배달좀 해주세연	1
인크레더블 버거 배달좀 해주세여	1
인크레더블 버거 배달좀 해주세영	1
인크레더블 버거 배달좀 해주세용	1
인크레더블 버거 배달좀 해주세유	1
인크레더블 버거 배달을 해주세요	1
인크레더블 버거 배달을 해주세용	1
인크레더블 버거 배달을 해주세융	1
인크레더블 버거 배달을 해주세연	1
인크레더블 버거 배달을 해주세염	1
인크레더블 버거 배달을 해주세영	1
인크레더블 버거 배달은 해주시오	1
인크레더블 버거 배달이 가능한가	1
인크레더블 버거 배달이 가능하오	1
인크레더블 버거 배달이 가능하신가	1
인크레더블 버거 배달이 가능한가요	1
인크레더블 버거 배달이 가능한가연	1
인크레더블 버거 배달 커몬	1
인크레더블 버거 배달배달배달	1
인크레더블 버거 배달 가능요?	1
인크레더블 버거 배달이 되나요	1
인크레더블 버거 배달이 지금 가능해요?	1
인크레더블 버거 배달이 가능하시오	1
인크레더블 버거 배달 부탁	1
인크레더블 버거 배달 쌉가능?	1
인크레더블 버거 배달 가능?	1
인크레더블 버거 지금 배달좀	1
인크레더블 버거 지금 배달가능?	1
인크레더블 버거 지금 배달요	1
인크레더블 버거 짐 배달연	1
인크레더블 버거 집으로 배달영	1
화이트갈릭 버거 배달요	1
화이트갈릭 버거 배달띠	1
화이트갈릭 버거 배달좀	1
화이트갈릭 버거 배달여	1
화이트갈릭 버거 배달영	1
화이트갈릭 버거 배달연	1
화이트갈릭 버거 배달용	1
화이트갈릭 버거 배달유	1
화이트갈릭 버거 배달좀요	1
화이트갈릭 버거 배달좀용	1
화이트갈릭 버거 배달좀여	1
화이트갈릭 버거 배달좀영	1
화이트갈릭 버거 배달좀융	1
화이트갈릭 버거 배달해줘	1
화이트갈릭 버거 배달해줘요	1
화이트갈릭 버거 배달해줭	1
화이트갈릭 버거 배달해조	1
화이트갈릭 버거 배달해줘용	1
화이트갈릭 버거 배달해줘연	1
화이트갈릭 버거 배달해줘여	1
화이트갈릭 버거 배달해줘염	1
화이트갈릭 버거 배달해주시오	1
화이트갈릭 버거 배달해주시요	1
화이트갈릭 버거 배달해주세요	1
화이트갈릭 버거 배달되는겨	1
화이트갈릭 버거 배달되는교	1
화이트갈릭 버거 배달을 원합니다	1
원한다 화이트갈릭 버거를 배달	1
화이트갈릭 버거 배달 커몬	1
화이트갈릭 버거 배달해종	1
화이트갈릭 버거 배달해죠	1
화이트갈릭 버거 배달이 가능한가요	1
화이트갈릭 버거 배달이 되나요	1
화이트갈릭 버거 배달이요	1
화이트갈릭 버거 배달이여	1
화이트갈릭 버거 배달이연	1
화이트갈릭 버거 배달이영	1
화이트갈릭 버거 배달이염	1
화이트갈릭 버거 배달입니다	1
화이트갈릭 버거 배달원해요	1
화이트갈릭 버거 집으로 보내줘	1
화이트갈릭 버거 집으로 배달요	1
화이트갈릭 버거 배달이 가능하오	1
화이트갈릭 버거 배달이 지금 되요?	1
화이트갈릭 버거 배달배달배달	1
화이트갈릭 버거 배달요	1
에그불고기 버거 배달요	1
에그불고기 버거 배달여	1
에그불고기 버거 배달연	1
에그불고기 버거 배달띠	1
에그불고기 버거 배달좀	1
에그불고기 버거 배달해줭	1
에그불고기 버거 배달해조	1
에그불고기 버거 배달해줘	1
에그불고기버거 배달용	1
에그불고기버거 배달해줘요	1
에그불고기버거 배달해줘연	1
에그불고기버거 배달해줘영	1
에그불고기버거 배달해줘여	1
에그불고기 버거 배달해주세요	1
에그불고기 버거 배달해주세여	1
에그불고기 버거 배달해주세연	1
에그불고기 버거 배달해주세영	1
주문가능한가요?	2
주문할게요	2
지금 주문할게요	2
싸이버거 2개 배달 주문할게요	2
싸이버거 주문이요~	2
주문 받아주세요	2
주문	2
주문한다	2
주문할거야	2
딥치즈버거 주문할게요	2
햄버거 주문 가능한가요?	2
주문 좀 받아주세요	2
주문 도와주세요	2
주문해도 되나요?	2
주문 가능?	2
손님왔다 주문받아라~	2
야 주문받아	2
통새우버거 2개 주문해줘	2
미리 주문할게요	2
30분 뒤에 찾으러 갈거 미리 주문할게요	2
점심시간에 햄버거 주문 가능합니까?	2
이따가 주문 가능?	2
저녁에 주문 가능한가요?	2
11시쯤 주문	2
자동 주문 넣어줘	2
지금 주문 가능?	2
내일꺼 지금 주문 가능?	2
바로 주문할게요	2
주문하는 법 알려줘	2
햄버거 좀 주문할게요	2
버거 주문 좀 받아주세요	2
주문 채팅입니다	2
주문하고싶어요	2
하고싶어 주문	2
카톡 주문 할게요	2
카톡으로 주문 할게요	2
딥치즈버거 주문하고파	2
인크레더블버거 주문할거야	2
주문할건데 화이트갈릭버거 3개	2
싸이버거 주문할게	2
통새우버거 주문	2
화이트갈릭 주문	2
딥치즈 주문	2
주문 딥치즈버거	2
주문 내용 싸이버거 3	2
주문 받아줄래?	2
주문 받아줘	2
햄버거 주문 받아줘	2
단체 주문할게요	2
딥치즈 3개 싸이버거 단품 5개 주문이요	2
아이 먹을거 주문할게요	2
화이트갈릭버거 3개 주문이요	2
딥치즈 3개 주문	2
딥치즈버거 단품 주문할게요	2
주문할건데요 싸이버거 단품이요	2
싸이버거 6개 주문 넣어주세요	2
싸이버거로 주문	2
싸이버거 10개 카톡 주문	2
싸이버거 주문 부탁해요	2
싸이버거 3개	2
딥치즈버거 4개	2
딥치즈 3개	2
싸이 단품 6개	2
딥치즈 단품 한개	2
딥치즈버거 두개	2
싸이버거 세트 3개	2
화이트갈릭 단품 	2
화이트갈릭버거 단품 	2
화이트갈릭버거 3개 	2
화이트갈릭버거 단품 5개	2
화이트갈릭버거 세트 두개	2
화이트갈릭 세트 1개	2
통새우버거 	2
통새우 3개 	2
통새우버거 한개	2
통새우버거 세트 하나	2
싸이버거 하나	2
싸이버거 단품 하나	2
두개 싸이버거 단품	2
한개 단품 싸이버거	2
두개 딥치즈 세트	2
딥치즈	2
싸이 단품 	2
싸이버거 단품 	2
싸이버거 6개 단품	2
인크레더블버거	2
인크레더블 단품	2
인크레더블 단품 한개	2
인크레더블 주문	2
인크레더블버거 주문	2
인크레더블버거 단품 하나	2
인크레더블버거 세트 1개	2
인크레더블 단품 하나 주문	2
인크레버들버거 세트 주문 1개	2
인크레더블버거 주문 단품 하나	2
인크레더블버거	2
인크레더블 하나	2
인크레더블	2
인크레더블버거 주문하고싶어요	2
통새우 하나	2
통새우 단품 하나	2
통새우 세트 둘	2
통새우버거 단품 1개	2
통새우 주문 1개	2
통새우 한개 주문	2
통새우버거 두개 주문	2
딥치즈 단품 	2
딥치즈버거	2
딥치즈버거 단품 	2
딥치즈버거 세트 하나	2
딥치즈버거 두개	2
딥치즈버거만 주문	2
딥치즈 주문	2
딥치즈버거 주문	2
딥치즈버거 세트 하나	2
딥치즈버거 세트 1개 주문	2
딥치즈 세트 한개	2
딥치즈버거 단품 5개	2
딥치즈 3개 	2
세트 딥치즈 3개	2
단품으로 딥치즈버거 2개	2
3개 딥치즈	2
한개만 딥치즈버거	2
화이트갈릭 한개	2
화이트갈릭버거	2
화이트갈릭	2
화이트갈릭 3개 	2
단품으로 화이트갈릭 하나	2
세트 화이트갈릭 	2
주문 화이트갈릭버거 단품 하나	2
주문할건데 통새우 3개요	2
주문 통새우버거 단품 1개	2
점심 주문 미리 하고싶어서 그러는데 싸이버거 3개 딥치즈버거 세트 2개요	2
예약주문 할건데 화이트갈릭버거 3개요	2
예약 주문 통새우버거 세트 3개	2
싸이버거 	2
싸이 단품	2
싸이버거만 	2
싸이버거 3개 	2
싸이 세트 하나	2
싸이버거 세트 예약 주문	2
싸이버거 단품	2
단품 싸이	2
단품으로 싸이버거 	2
단품 1개 싸이버거	2
단품 1 싸이	2
한개 통새우버거 	2
주문 받아주세요	2
햄버거 주문할게요	2
주문한거 이따 찾으러 갈게요	2
싸이버거 1개 주문	2
인크레더블버거 1개 주문	2
화이트갈릭버거 1개 주문	2
딥치즈버거 1개 주문	2
통새우버거 1개 주문	2
인크레더블버거 1개 주문할게요	2
화이트갈릭버거 1개 주문할게요	2
딥치즈버거 1개 주문할게요	2
통새우버거 1개 배달주문할게요	2
통새우버거 1개 인크레더블버거 2개 주문이요	2
통새우버거 1개 주문요청이요	2
인크레더블버거 1개 주문요청이요	2
싸이버거 1개 주문요청이요	2
딥치즈버거 1개 주문요청이요	2
화이트갈릭버거 1개 주문요청이요	2
모든 메뉴 하나씩 주문요청이요	2
모든 메뉴 하나씩 주문요청할게요	2
메뉴 하나씩 다 주문할게요	2
통새우버거 1개 주문하고 싶어요	2
싸이버거 1개 주문하고 싶어요	2
인크레더블버거 1개 주문하고 싶어요	2
화이트갈릭버거 1개 주문하고 싶어요	2
딥치즈버거 1개 주문하고 싶어요	2
통새우버거 1개 주문하고 싶은데요	2
싸이버거 1개 주문하고 싶은데요	2
인크레더블버거 1개 주문하고 싶은데요	2
화이트갈릭버거 1개 주문하고 싶은데요	2
딥치즈버거 1개 주문하고 싶은데요	2
아까 1시에 주문했었는데요	2
아까 2시에 주문했었는데요	2
아까 3시에 주문했었는데요	2
아까 4시에 주문했었는데요	2
아까 5시에 주문했었는데요	2
인크레더블 3개 주문	2
인크레더블버거 주문할래	2
인크레더블 주문 받아줘	2
지금 주문 받아줘요	2
이따가 주문할게요	2
인크레더블버거 주세요 단품으로	2
싸이버거 1개 주문요청이요	2
인크레더블버거 세트 3개	2
주문 받아주세요	2
인크레더블버거 3개 주문해요	2
통새우버거 단품 5개	2
주문가능한가요?	2
딥치즈 주세요	2
모든 메뉴 하나씩 주문요청	2
인크레더블버거 주세요 세트로	2
싸이버거 단품 3개	2
통새우버거 1개 주문하고 싶은데요	2
딥치즈버거 단품 3개	2
아까 8시에 주문했었는데요	2
싸이버거 2개 주문해요	2
화이트갈릭버거 2개 주문해요	2
통새우 주세요	2
주문 받아주세요	2
싸이버거 3개 주문해요	2
주문한거 이따 찾으러 갈게요	2
모든 메뉴 하나씩 줘	2
딥치즈 주세요 세트로	2
싸이버거 2개 주문할게요	2
모든 메뉴 하나씩 주문요청이요	2
통새우버거 세트 3개	2
싸이버거 단품 4개	2
모든 메뉴 하나씩 주문요청이요	2
화이트갈릭버거 세트 1개	2
싸이버거 1개 주문하고 싶어요	2
손님왔다 주문받아라~	2
싸이 주세요 단품으로	2
아까 5시에 주문했었는데요	2
통새우 한 개 주문이요! 이따 갈게요	2
화이트갈릭버거 세트 3개	2
인크레더블버거 단품 3개	2
인크레더블 주세요 단품으로	2
통새우버거 단품 1개	2
싸이 1개 주문요청이요	2
